1,71912; 763.17386
4,47631; 563.21108
7,75511; 436.80619
11,18748; 366.17714
15,55304; 290.31649
29,09494; 212.03125
42,90998; 169.59128
59,29959; 134.75297
79,51904; 113.46877
99,73850; 101.32704
119,95795; 92.62451
140,17740; 85.90391
156,01361; 80.45940
176,94004; 76.64583
197,31267; 73.46221
217,37894; 70.19841
237,59839; 67.33837
257,81785; 65.27522
278,03730; 63.53104
298,25675; 61.18953
318,47620; 59.16684
338,69565; 57.44673
358,91511; 56.25208
379,13456; 55.31985
399,35401; 54.60197
419,57346; 53.90894
439,79291; 52.49872
460,01236; 51.27782
480,23182; 50.44740
500,45127; 49.86933
520,67072; 49.53518
540,89017; 49.63042
561,10962; 49.58278
581,32908; 49.58278
601,54853; 49.78046
621,76798; 49.53518
641,98743; 49.15604
662,20688; 49.10886
682,42633; 48.96756
702,64579; 49.10886
722,86524; 49.01462
743,08469; 49.06171
763,30414; 49.01462
783,52359; 49.01462
803,74305; 49.15604
823,96250; 49.01462
844,18195; 48.87359
864,40140; 48.92056
884,62085; 48.76419
904,84030; 48.79543
925,05976; 48.79543
945,27921; 48.71738
965,49866; 48.71738
985,71811; 48.87359
997,66597; 48.94405